ID RH;Nome Completo;Estado Civil;Sexo;Data de Nascimento;Endereç;Data de Contratacao;Data de Demissao;Salario Base;Impostos;Beneficios;VT;VR;Cargo;Níve;�rea;Ferias Acumuladas;Horas Extras;Imagem;Avaliação do Funcioná;Trabalho em Equipe;Lideranç;Comunicaç�;Iniciativa;Organizaç�
379;Pedro Lopes de Oliveira;S;M;27/07/1972;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;20/09/2003;;1404;112.32;56.16;140.4;168.48;FII;Estagiári;Financeiro;40;37;;7.2;8;8;8;2;10
253;Pedro Testahy Barros Afonso;C;M;06/12/1985;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;15/04/2009;30/04/2016;5423;299.76;199.84;499.6;599.52;ADII;Analista;Administrativo;52;174;;8.8;7;10;7;10;10
493;Pedro Vilas Bôa;S;M;06/02/1990;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;02/02/2008;28/03/2013;1487;44.61;178.44;148.7;178.44;LOI;Estagiári;Logístic;27;29;;6.2;1;10;7;3;10
115;Pedro Wermelinger Santos;S;M;23/08/1990;R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-05;04/03/2011;12/11/2015;1812;36.24;199.32;181.2;217.44;ADI;Estagiári;Administrativo;58;73;;9;7;10;8;10;10
66;Poline Limp;S;F;01/04/1976;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;17/02/2012;;906;63.42;81.54;90.6;108.72;LOI;Estagiári;Logístic;21;162;;7.4;7;10;4;6;10
248;Priscila de Oliveira;S;F;12/06/1997;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;08/06/2015;;5781;295.56;262.72;328.4;394.08;FIII;Analista;Financeiro;56;198;;8.4;10;10;10;3;9
430;Priscila Orçai Granad;C;F;13/02/1988;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;02/10/2007;;10045;865.9;779.31;865.9;1039.08;LOIII;Coordenador;Logístic;22;99;;8.4;6;10;6;10;10
357;Rachel Ferreira;C;M;16/07/1980;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;05/02/2007;;14948;820.44;1777.62;1367.4;1640.88;COIV;Gerente;Comercial;50;22;;7.8;10;10;9;5;5
189;Rafael Carrera;S;M;22/11/1983;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;09/03/2017;;1612;48.36;96.72;161.2;193.44;OPI;Estagiári;Operaçõ;2;172;;9;8;8;9;10;10
283;Rafael de Souza;S;M;02/09/1986;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;28/08/2004;;11135;308.16;308.16;1027.2;1232.64;LOIII;Coordenador;Logístic;34;81;;9;8;10;8;9;10
93;Rafael Hollander;S;M;24/08/1998;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;19/08/2016;;3860;175.38;292.3;292.3;350.76;FIII;Analista;Financeiro;45;171;;8.8;7;8;9;10;10
458;Rafael Lobo;C;M;21/04/1978;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;23/03/2007;;1671;133.68;83.55;167.1;200.52;OPI;Estagiári;Operaçõ;53;195;;7.4;5;8;4;10;10
421;Rafael Oliveira Leite Silva;S;M;13/12/1999;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;08/12/2018;;11566;624.54;624.54;1040.9;1249.08;ADIII;Coordenador;Administrativo;21;63;;8.2;10;8;3;10;10
323;Rafael Rodrigues de Sousa;C;M;04/05/1999;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;29/04/2017;;1139;45.56;170.85;113.9;136.68;ADI;Estagiári;Administrativo;33;72;;8.8;6;10;9;10;9
82;Rafael Soares dos Santos;C;M;02/02/1987;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;28/01/2005;15/04/2010;9686;863.1;604.17;863.1;1035.72;FIIII;Coordenador;Financeiro;47;148;;8.8;7;8;10;9;10
99;Rafael Viana Santos;C;M;15/10/1989;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;12/11/2011;;10923;805.76;1510.8;1007.2;1208.64;ADIII;Coordenador;Administrativo;25;23;;9.4;10;10;7;10;10
429;Rafaela de Godoy;S;F;24/05/1970;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;29/07/2002;;5793;363.2;635.6;454;544.8;FIII;Analista;Financeiro;23;110;;7.2;10;8;8;1;9
340;Rafaella Sarmento e Silva;S;F;29/04/1976;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;23/02/2001;;891;44.55;44.55;89.1;106.92;COI;Estagiári;Comercial;54;7;;9.2;10;8;8;10;10
57;Raissa Carelli;C;F;14/11/1984;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;10/11/2002;;1539;138.51;123.12;153.9;184.68;OPI;Estagiári;Operaçõ;57;4;;8.8;7;10;8;10;9
186;Raíza Barbos;S;F;26/05/1994;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;27/01/2017;;6637;217.5;304.5;435;522;ADII;Analista;Administrativo;23;189;;6.6;1;4;8;10;10
534;Raíza Barcello;C;F;11/03/1976;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;17/09/2000;;7355;96.72;531.96;483.6;580.32;LOII;Analista;Logístic;13;117;;9.2;10;9;7;10;10
478;Ramon De Moraes Bergara;S;M;31/10/1989;R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-13;27/10/2007;;1604;160.4;208.52;160.4;192.48;COI;Estagiári;Comercial;10;108;;8.2;8;10;3;10;10
230;Ramon Garcia Bittencourt;S;M;12/04/1970;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;26/08/2002;;1828;127.96;73.12;182.8;219.36;OPI;Estagiári;Operaçõ;42;139;;8.2;7;7;7;10;10
157;Ramon Vaz;C;M;26/11/1974;R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-05;30/06/2009;;11765;537.6;430.08;1075.2;1290.24;COIII;Coordenador;Comercial;4;78;;9.6;10;10;8;10;10
336;Raphael Rodrigues;S;M;20/02/1971;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;10/07/2003;;8962;419.5;1174.6;839;1006.8;COIII;Coordenador;Comercial;28;5;;9.6;10;10;9;9;10
335;Raquel Tavares;S;M;05/09/1979;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;27/02/2012;;11700;731.71;418.12;1045.3;1254.36;OPIII;Coordenador;Operaçõ;40;135;;7.8;7;10;9;3;10
539;Renan Assis da Silva;C;M;02/06/1970;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;04/09/2003;20/12/2006;10273;998.8;898.92;998.8;1198.56;FIIII;Coordenador;Financeiro;58;142;;8.6;5;10;10;9;9
267;Renan Fernandes;C;M;11/10/1988;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;07/10/2006;;1600;128;144;160;192;OPI;Estagiári;Operaçõ;47;127;;8.8;10;8;7;9;10
143;Renan Scharnhorst Ott;C;M;15/04/1994;R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-13;22/09/2016;;6518;539.64;359.76;599.6;719.52;LOII;Analista;Logístic;46;136;;7.8;8;10;8;3;10
397;Renan Steiner Costa;S;M;16/01/1993;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;12/01/2011;08/07/2012;10699;783.36;1468.8;979.2;1175.04;FIIII;Coordenador;Financeiro;57;196;;6.4;3;2;8;10;9
131;Renan Taylor;C;M;25/03/1995;R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-05;28/01/2016;;12952;240.48;1442.88;1202.4;1442.88;FIIV;Gerente;Financeiro;29;174;;9.2;10;8;8;10;10
476;Renata Lopes de Oliveira;S;F;15/04/1972;R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-13;06/12/2006;;1717;171.7;103.02;171.7;206.04;LOI;Estagiári;Logístic;41;122;;8.8;10;8;7;10;9
302;Renata Pinheiro;S;F;16/04/1975;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;21/09/2014;;1430;85.8;114.4;143;171.6;ADI;Estagiári;Administrativo;7;149;;8.4;10;9;9;9;5
373;Roberta Procaci;S;F;12/08/1970;R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-13;02/05/2008;;6198;406.5;528.45;406.5;487.8;ADII;Analista;Administrativo;36;87;;7.8;10;7;10;3;9
105;Roberta Vaz;S;F;16/04/1992;Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150;12/04/2010;;1519;106.33;91.14;151.9;182.28;COI;Estagiári;Comercial;17;161;;8.6;8;10;5;10;10
89;Roberto Leite;C;M;17/10/1999;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;12/10/2017;;11068;826.4;1033;1033;1239.6;COIII;Coordenador;Comercial;5;19;;8.6;7;10;7;9;10
49;Roberto Suzano;C;M;11/07/1990;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;06/07/2008;;25452;1918.32;3596.85;2397.9;2877.48;FIV;Diretor;Financeiro;50;142;https://images.squarespace-cdn.com/content/v1/56f98a73e32140afc74e4472/1502758512566-CWN1V1S6VIMCIYVLASP6/ke17ZwdGBToddI8pDm48kB6N0s8PWtX2k_eW8krg04V7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1URWK2DJDpV27WG7FD5VZsfFVodF6E_6KI51EW1dNf095hdyjf10zfCEVHp52s13p8g/boise+headshots+professional+business+Matt;7.8;5;10;10;9;5
103;Rodrigo Barreto;C;M;24/02/1986;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;30/06/2004;;13649;500.36;750.54;1250.9;1501.08;COIV;Gerente;Comercial;27;171;;8.8;8;8;8;10;10
250;Rodrigo da Silva;S;M;09/11/1998;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;04/11/2016;;11374;735.42;1260.72;1050.6;1260.72;OPIII;Coordenador;Operaçõ;32;195;;8.4;7;9;7;10;9
85;Rodrigo dos Santos Villares Vianna;C;M;24/08/1980;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;17/10/2001;;874;61.18;96.14;87.4;104.88;OPI;Estagiári;Operaçõ;38;74;;7.2;7;8;8;9;4
47;Rodrigo e Silva Lemos;S;M;10/01/1982;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;06/01/2000;;9559;612.22;787.14;874.6;1049.52;OPIII;Coordenador;Operaçõ;0;156;https://lh3.googleusercontent.com/proxy/WcQeU9_Z6YF5TfY70kq1un0DFi8nVLO3oRs-rfGtTuVk-4or7SyLUNH75RGu-zCYuCoc34VpVpbPWTUqIgxXIL7AN0fKHocIgnQ4DpnG1n0y8FDKnxCvn_NAomRsNlQlNkNsBuQ_DOoRu4-V_49gYA;8.8;7;8;9;10;10
339;Rodrigo Funcke;S;M;01/03/1982;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;19/10/2011;;14671;990.57;2122.65;1415.1;1698.12;LOIV;Gerente;Logístic;32;131;;8;6;8;7;10;9
451;Rodrigo Venceslau Santos de Gusmã;C;M;14/08/1996;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;10/08/2014;;8347;676;878.8;676;811.2;ADII;Analista;Administrativo;32;84;;8.4;10;4;9;9;10
191;Rômulo Knudse;S;M;27/10/1996;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;19/04/2016;;4750;237.52;385.97;296.9;356.28;LOII;Analista;Logístic;33;141;;8.4;8;10;4;10;10
227;Rômulo Pedrazz;C;M;23/07/1973;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;20/11/2012;;1598;63.92;223.72;159.8;191.76;COI;Estagiári;Comercial;39;181;;8;8;10;3;9;10
268;Rômulo Pereira da Silv;C;M;28/06/1988;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;24/06/2006;25/09/2012;1554;155.4;62.16;155.4;186.48;OPI;Estagiári;Operaçõ;20;183;;9.4;8;10;9;10;10
511;Samantha de Oliveira Pereira;S;F;13/03/1982;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;08/03/2000;;17667;716.85;1290.33;1433.7;1720.44;OPIV;Gerente;Operaçõ;9;109;;9.2;10;8;8;10;10
395;Sarah de Carvalho Gomes;S;F;22/02/1991;Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150;17/02/2009;;5248;64.28;289.26;321.4;385.68;FIII;Analista;Financeiro;57;7;;8.4;8;6;8;10;10
399;Saranna Lepore Pinheiro;C;F;02/06/1992;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;09/07/2011;;8130;643.3;900.62;643.3;771.96;LOII;Analista;Logístic;32;185;;8.2;7;10;4;10;10
488;Stefan Silva;C;M;06/04/1993;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;02/04/2011;;9356;162.32;1055.08;811.6;973.92;FIIII;Coordenador;Financeiro;26;142;;7.6;8;8;2;10;10
137;Stefan Vargas;C;M;01/01/1976;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;14/07/2004;;5760;286.09;122.61;408.7;490.44;COII;Analista;Comercial;11;48;;8;10;8;8;10;4
348;Suelen Lander Regasso;S;F;04/01/1999;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;30/12/2016;;8039;555.48;555.48;617.2;740.64;OPII;Analista;Operaçõ;32;111;;7.4;8;8;8;10;3
386;Tadeu Lopes da Silveira ;S;M;10/10/1974;Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150;14/08/2008;;1848;184.8;277.2;184.8;221.76;OPI;Estagiári;Operaçõ;31;35;;7;8;8;4;10;5
122;Thaís Lisbo;S;F;09/06/1983;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;20/08/2016;;8752;313.1;375.72;626.2;751.44;FIII;Analista;Financeiro;21;80;;8.6;7;10;8;9;9
211;Thaís Restu;S;F;17/02/1971;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;15/01/2009;;11093;721.52;1262.66;901.9;1082.28;LOIII;Coordenador;Logístic;40;143;;8.2;8;10;4;10;9
346;Thalles Jordão Teixeir;C;M;07/09/1996;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;03/09/2014;;829;16.58;58.03;82.9;99.48;FII;Estagiári;Financeiro;27;125;;8.2;7;10;7;7;10
477;Thayane Wermelinger Santos;S;F;16/11/1991;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;11/11/2009;;15366;1081.44;405.54;1351.8;1622.16;ADIV;Gerente;Administrativo;47;8;;8.6;10;10;3;10;10
31;Thayná Freitas Medronh;S;F;30/06/1975;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;20/09/2008;;7777;432.96;541.2;541.2;649.44;LOII;Analista;Logístic;16;195;;8.8;7;8;9;10;10
155;Thayza Rocha;S;F;30/03/1975;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;15/06/2005;;11189;180.82;452.05;904.1;1084.92;ADIII;Coordenador;Administrativo;1;131;;7.8;10;9;5;9;6
507;Thiago Fernandes de Araúj;S;M;01/06/1974;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;07/01/2006;;6122;281.3;393.82;562.6;675.12;OPII;Analista;Operaçõ;36;107;;7.8;8;7;8;6;10
173;Thiago Saraiva Araujo;C;M;27/02/1986;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;27/12/2009;;9266;744.3;909.7;827;992.4;COIII;Coordenador;Comercial;35;120;;7.4;2;8;8;9;10
492;Thomaz Campelo da Silva;S;M;13/02/1995;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;08/02/2013;;983;58.98;108.13;98.3;117.96;COI;Estagiári;Comercial;54;182;;8.6;7;8;8;10;10
123;Thomaz Wegbrayt;S;M;20/01/1991;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;15/01/2009;;7540;275.88;689.7;689.7;827.64;LOII;Analista;Logístic;60;104;https://thesinglegirlsguidetodating.files.wordpress.com/2012/10/businessman.png;8.2;7;7;8;9;10
181;Tiago de Araújo Júni;S;M;24/03/1988;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;13/02/2013;;5795;483.3;579.96;483.3;579.96;OPII;Analista;Operaçõ;30;167;;7.2;2;9;9;6;10
204;Tiago Leal Pedrosa;S;M;01/11/1984;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;28/10/2002;;10451;582.18;388.12;970.3;1164.36;FIIII;Coordenador;Financeiro;48;100;;8.2;10;8;3;10;10
426;Tiago Souza Tanaka;C;M;25/07/1970;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;27/08/2005;;4579;251.58;251.58;359.4;431.28;OPII;Analista;Operaçõ;50;62;;9.8;10;10;9;10;10
39;Tomas Guadagnino;S;M;01/12/1987;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;26/11/2005;;1660;33.2;49.8;166;199.2;COI;Estagiári;Comercial;60;39;;7.6;7;5;7;10;9
161;Victor Bezerra;C;M;15/03/1979;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;10/03/2007;;1828;127.96;73.12;182.8;219.36;LOI;Estagiári;Logístic;31;117;;9.2;10;8;10;10;8
522;Victor Fonseca;S;M;23/03/1990;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;08/02/2016;;872;52.32;113.36;87.2;104.64;ADI;Estagiári;Administrativo;53;188;;9;8;9;9;9;10
36;Victor Mota;S;M;20/08/1971;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;20/09/2004;;6915;581.8;756.34;581.8;698.16;COII;Analista;Comercial;49;185;;9.2;10;10;9;10;7
101;Victoria Nascimento Viríssim;C;F;01/05/1970;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;04/01/2007;;6078;411.12;462.51;513.9;616.68;LOII;Analista;Logístic;32;164;;8.4;6;10;7;10;9
16;Vinicius Freitas;S;M;23/12/1988;R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-05;05/09/2016;;4960;138.48;507.76;461.6;553.92;FIII;Analista;Financeiro;29;38;;9;8;10;9;9;9
473;Vinícius Lencastr;S;M;07/10/1978;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;08/10/2001;;833;83.3;49.98;83.3;99.96;FII;Estagiári;Financeiro;2;157;;7.4;7;8;4;8;10
104;Vinícius Malu;S;M;05/11/1982;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;13/06/2007;15/03/2013;801;32.04;120.15;80.1;96.12;COI;Estagiári;Comercial;33;26;;8.4;7;7;8;10;10
461;Vinicius Monteiro;S;M;13/09/1995;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;31/05/2014;;5335;72.56;362.8;362.8;435.36;ADII;Analista;Administrativo;52;156;;8.8;7;8;9;10;10
439;Vitor Almeida da Silveira;S;M;23/03/1984;R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-05;01/11/2017;;4224;107.28;250.32;357.6;429.12;LOII;Analista;Logístic;33;55;;7.2;7;2;7;10;10
34;Vitor Cordovil de Maglhãe;C;M;23/07/1995;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;25/08/2013;;15790;1044.12;447.48;1491.6;1789.92;OPIV;Gerente;Operaçõ;47;113;;9;7;10;8;10;10
385;Vitor de Carvalho;S;M;03/06/1973;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;25/08/2008;;1478;133.02;118.24;147.8;177.36;COI;Estagiári;Comercial;14;31;;5.8;7;0;2;10;10
366;Wendela da Cunha;C;F;13/10/1977;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;13/05/2005;;7684;114.04;228.08;570.2;684.24;ADII;Analista;Administrativo;45;198;;9.4;10;10;7;10;10
464;Wesley de Melo Teixeira;C;M;21/11/1997;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;17/11/2015;;1439;143.9;143.9;143.9;172.68;LOI;Estagiári;Logístic;28;36;;9.2;8;10;8;10;10
178;Wesley Oliveira Baptista;S;M;29/11/1971;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;18/03/2003;;16332;1039.15;1781.4;1484.5;1781.4;FIIV;Gerente;Financeiro;43;84;;7.8;1;10;8;10;10
528;William Araujo Kelly;S;M;16/01/1970;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;13/01/2006;;10593;485.3;1358.84;970.6;1164.72;OPIII;Coordenador;Operaçõ;30;62;;8.4;7;8;8;10;9
272;Yago de Souza Fróe;S;M;27/09/1986;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;22/09/2004;;9687;697.76;1046.64;872.2;1046.64;LOIII;Coordenador;Logístic;16;45;;7.2;7;8;9;10;2
514;Yago Oliveira;C;M;31/08/1982;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;01/10/2013;;948;75.84;28.44;94.8;113.76;COI;Estagiári;Comercial;49;113;;7.8;7;9;3;10;10
163;Yasmini de Almeida Richa;S;F;25/02/1979;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;07/08/2013;;12466;1048.5;629.1;1048.5;1258.2;LOIII;Coordenador;Logístic;20;175;;8.8;10;10;8;10;6
411;Yuri Cruz;S;M;23/06/1982;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;20/09/2000;;21414;1677.76;1468.04;2097.2;2516.64;COV;Diretor;Comercial;16;111;https://photography.hiilite.com/wp-content/uploads/2018/10/Nicola-Wealth-Headshots2080-Edit-1024x683.jpg;8;10;10;5;9;6
309;Yuri Valerio Albino;C;M;06/09/1977;R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-13;30/08/2008;;14194;805.86;805.86;1343.1;1611.72;FIIV;Gerente;Financeiro;16;60;;6.4;7;3;4;9;9
501;Yuri Vasconcelos;S;M;08/11/1984;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;04/11/2002;05/05/2009;4742;276.5;158;395;474;ADII;Analista;Administrativo;26;99;;8;10;8;7;10;5
432;Yuske Orichio;C;M;19/05/1985;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;20/11/2005;;1852;129.64;277.8;185.2;222.24;LOI;Estagiári;Logístic;7;88;;8.6;8;10;9;10;6
